data,bioma,latitude,longitude,satelite,frp_mw,confianca_pct,indice_risco
2024-02-29,Amazonia,-5.6431,-54.0507,METOP-C,47.6,73.0,56.5
2024-02-29,Amazonia,-7.4452,-66.4946,METOP-C,13.0,89.0,56.5
2024-02-29,Amazonia,-7.5033,-63.2807,TERRA_M-T,10.6,93.0,56.5
2024-02-29,Amazonia,-4.8855,-66.7132,NOAA-20,0.6,77.0,56.5
2024-02-29,Amazonia,-8.1102,-69.216,GOES-16,4.6,78.0,56.5
2024-02-29,Amazonia,-6.5486,-54.522,AQUA_M-T,97.5,61.0,56.5
2024-02-29,Amazonia,-4.2273,-51.4306,NOAA-21,30.9,65.0,56.5
2024-02-29,Amazonia,-4.4668,-69.6659,AQUA_M-T,5.2,86.0,56.5
2024-02-29,Amazonia,-9.2477,-68.6953,GOES-16,2.2,71.0,56.5
2024-02-29,Amazonia,-7.065,-60.8536,TERRA_M-T,6.5,83.0,56.5
2024-02-29,Amazonia,-3.0186,-54.4875,GOES-16,5.6,73.0,56.5
2024-02-29,Cerrado,-9.4773,-50.0021,NOAA-20,8.3,94.0,59.3
2024-02-29,Cerrado,-8.4248,-59.8879,TERRA_M-T,23.6,68.0,59.3
2024-02-29,Cerrado,-17.9416,-58.8524,GOES-16,19.9,91.0,59.3
2024-02-29,Cerrado,-16.946,-48.3818,GOES-16,18.0,82.0,59.3
2024-02-29,Cerrado,-18.4312,-54.5677,NOAA-20,187.0,70.0,59.3
2024-02-29,Cerrado,-19.3738,-46.7654,NOAA-20,82.1,75.0,59.3
2024-02-29,Cerrado,-7.2485,-49.7655,GOES-16,28.2,66.0,59.3
2024-02-29,Cerrado,-7.037,-52.5788,NOAA-20,39.2,72.0,59.3
2024-02-29,Cerrado,-14.3514,-53.675,TERRA_M-T,29.1,74.0,59.3
2024-02-29,Cerrado,-11.9374,-42.6534,AQUA_M-T,11.5,80.0,59.3
2024-02-29,Cerrado,-15.7056,-54.3503,GOES-16,18.1,68.0,59.3
2024-02-29,Cerrado,-14.426,-52.7515,METOP-C,20.2,73.0,59.3
2024-02-29,Cerrado,-7.0289,-47.9381,TERRA_M-T,70.3,67.0,59.3
2024-02-29,Cerrado,-11.4099,-52.4435,NOAA-21,5.1,75.0,59.3
2024-02-29,Cerrado,-18.7032,-53.2752,AQUA_M-T,15.1,76.0,59.3
2024-02-29,Cerrado,-10.122,-45.8183,GOES-16,3.0,67.0,59.3
2024-02-29,Cerrado,-5.0017,-54.4402,METOP-C,6.8,53.0,59.3
2024-02-29,Cerrado,-5.6521,-53.7141,GOES-16,13.5,82.0,59.3
2024-02-29,Cerrado,-17.5242,-44.6202,TERRA_M-T,3.3,100.0,59.3
2024-02-29,Cerrado,-6.919,-43.3565,AQUA_M-T,5.5,91.0,59.3
2024-02-29,Cerrado,-5.0528,-49.6939,GOES-16,4.6,91.0,59.3
2024-02-29,Cerrado,-10.1325,-47.8829,TERRA_M-T,3.4,77.0,59.3
2024-02-29,Cerrado,-16.8456,-50.3952,NOAA-20,29.4,79.0,59.3
2024-02-29,Cerrado,-7.1803,-52.3454,TERRA_M-T,13.6,73.0,59.3
2024-02-29,Cerrado,-19.4509,-52.2718,METOP-C,4.3,86.0,59.3
2024-02-29,Cerrado,-10.5399,-44.5958,TERRA_M-T,18.3,83.0,59.3
2024-02-29,Cerrado,-6.4446,-56.2491,METOP-C,42.1,84.0,59.3
2024-02-29,Cerrado,-19.5653,-49.9595,NOAA-20,122.1,75.0,59.3
2024-02-29,Cerrado,-8.7722,-44.3191,NOAA-21,59.8,80.0,59.3
2024-02-29,Cerrado,-19.1206,-56.123,TERRA_M-T,8.1,86.0,59.3
2024-02-29,Cerrado,-8.2773,-52.5886,NOAA-21,14.2,70.0,59.3
2024-02-29,Cerrado,-13.8233,-55.7735,TERRA_M-T,14.0,70.0,59.3
2024-02-29,Cerrado,-19.1577,-51.9324,TERRA_M-T,18.1,84.0,59.3
2024-02-29,Cerrado,-7.8759,-44.999,NOAA-20,80.1,100.0,59.3
2024-02-29,Cerrado,-14.1977,-59.0708,AQUA_M-T,18.0,79.0,59.3
2024-02-29,Cerrado,-15.5516,-58.1348,NOAA-20,21.9,90.0,59.3
2024-02-29,Cerrado,-11.2143,-57.6673,NOAA-20,12.2,85.0,59.3
2024-02-29,Cerrado,-19.2823,-56.0271,AQUA_M-T,24.2,99.0,59.3
2024-02-29,Cerrado,-8.4678,-53.6717,NOAA-20,14.3,72.0,59.3
2024-02-29,Cerrado,-8.4017,-56.6885,METOP-C,70.2,85.0,59.3
2024-02-29,Cerrado,-7.6991,-46.96,NOAA-20,39.5,84.0,59.3
2024-02-29,Cerrado,-12.9492,-44.2861,GOES-16,10.1,52.0,59.3
2024-02-29,Pantanal,-18.0975,-55.3603,NOAA-20,3.1,75.0,55.0
2024-02-29,Pantanal,-16.8268,-56.8591,METOP-C,43.6,49.0,55.0
2024-02-29,Pantanal,-19.7237,-55.1454,AQUA_M-T,4.5,100.0,55.0
2024-02-29,Pantanal,-18.685,-56.9224,NOAA-21,10.0,100.0,55.0
2024-02-29,Pantanal,-17.2174,-56.2248,NOAA-20,15.1,95.0,55.0
2024-02-29,Pantanal,-17.3173,-58.132,NOAA-21,3.1,84.0,55.0
2024-02-29,Pantanal,-19.0479,-58.147,AQUA_M-T,57.1,83.0,55.0
2024-02-29,Pantanal,-16.6913,-58.2121,GOES-16,45.6,70.0,55.0
2024-02-29,Pantanal,-19.7358,-57.6213,TERRA_M-T,0.6,62.0,55.0
2024-02-29,Pantanal,-18.7968,-57.2755,NOAA-21,6.1,95.0,55.0
2024-02-29,Pantanal,-18.8981,-57.42,GOES-16,23.9,89.0,55.0
2024-02-29,Pantanal,-18.9166,-56.0335,NOAA-20,38.0,85.0,55.0
2024-02-29,Pantanal,-20.4308,-56.7834,AQUA_M-T,16.9,88.0,55.0
2024-02-29,Caatinga,-5.2859,-36.9733,AQUA_M-T,46.2,99.0,65.5
2024-02-29,Caatinga,-13.2002,-39.6166,AQUA_M-T,12.4,85.0,65.5
2024-02-29,Caatinga,-12.5546,-41.9601,NOAA-21,52.6,80.0,65.5
2024-02-29,Caatinga,-7.733,-41.7385,METOP-C,32.2,100.0,65.5
2024-02-29,Caatinga,-4.5817,-43.8205,TERRA_M-T,14.0,100.0,65.5
2024-02-29,Caatinga,-11.8006,-39.3971,GOES-16,1.9,72.0,65.5
2024-02-29,Caatinga,-6.9811,-36.0592,TERRA_M-T,37.3,73.0,65.5
2024-02-29,Caatinga,-6.5937,-38.5609,AQUA_M-T,10.9,70.0,65.5
2024-02-29,Caatinga,-14.7577,-39.8527,METOP-C,98.6,74.0,65.5
2024-02-29,Caatinga,-14.7644,-37.7875,GOES-16,8.4,60.0,65.5
2024-02-29,Caatinga,-8.8005,-39.3591,NOAA-20,109.7,91.0,65.5
2024-02-29,Mata Atlantica,-19.9394,-39.6839,NOAA-20,15.1,78.0,39.0
2024-02-29,Mata Atlantica,-26.9365,-44.6245,TERRA_M-T,14.8,100.0,39.0
2024-02-29,Pampa,-33.4924,-54.136,GOES-16,2.1,87.0,34.6
2024-03-01,Amazonia,-8.3445,-53.2019,NOAA-20,1.7,66.0,54.8
2024-03-01,Amazonia,-7.5918,-51.853,GOES-16,26.5,82.0,54.8
2024-03-01,Amazonia,-2.4978,-63.7894,AQUA_M-T,11.7,77.0,54.8
2024-03-01,Amazonia,-3.9276,-57.8957,NOAA-20,66.8,76.0,54.8
2024-03-01,Amazonia,-4.0801,-68.2639,NOAA-20,0.6,76.0,54.8
2024-03-01,Amazonia,-8.6073,-61.8101,NOAA-20,16.4,96.0,54.8
2024-03-01,Amazonia,-9.2886,-61.8343,GOES-16,22.9,72.0,54.8
2024-03-01,Amazonia,-3.4254,-57.7893,TERRA_M-T,3.1,91.0,54.8
2024-03-01,Amazonia,-3.4219,-69.4306,AQUA_M-T,30.7,68.0,54.8
2024-03-01,Amazonia,-6.1189,-67.4039,NOAA-20,3.0,68.0,54.8
2024-03-01,Amazonia,-9.0563,-54.6703,TERRA_M-T,56.2,100.0,54.8
2024-03-01,Amazonia,-7.983,-56.2045,GOES-16,0.3,68.0,54.8
2024-03-01,Amazonia,-3.5124,-54.4528,NOAA-20,16.3,59.0,54.8
2024-03-01,Amazonia,-5.7581,-51.0199,TERRA_M-T,74.2,72.0,54.8
2024-03-01,Amazonia,-2.87,-63.2402,AQUA_M-T,22.5,72.0,54.8
2024-03-01,Amazonia,-5.4653,-65.0488,GOES-16,2.5,62.0,54.8
2024-03-01,Amazonia,-3.5648,-67.0967,NOAA-20,70.9,68.0,54.8
2024-03-01,Amazonia,-2.5101,-52.4625,NOAA-20,13.1,72.0,54.8
2024-03-01,Amazonia,-5.1366,-67.6264,TERRA_M-T,31.6,81.0,54.8
2024-03-01,Amazonia,-8.0951,-57.3242,GOES-16,23.4,76.0,54.8
2024-03-01,Amazonia,-2.7016,-69.9549,GOES-16,8.1,79.0,54.8
2024-03-01,Amazonia,-7.4284,-55.7656,TERRA_M-T,24.4,72.0,54.8
2024-03-01,Amazonia,-3.9222,-62.0998,AQUA_M-T,2.6,88.0,54.8
2024-03-01,Amazonia,-7.1586,-63.2562,NOAA-20,4.7,89.0,54.8
2024-03-01,Amazonia,-7.4327,-63.3948,NOAA-20,14.0,57.0,54.8
2024-03-01,Amazonia,-6.4149,-59.9251,NOAA-20,44.2,84.0,54.8
2024-03-01,Amazonia,-8.3706,-67.8939,TERRA_M-T,45.7,84.0,54.8
2024-03-01,Amazonia,-2.391,-53.612,TERRA_M-T,21.1,96.0,54.8
2024-03-01,Amazonia,-7.759,-66.6575,AQUA_M-T,37.4,96.0,54.8
2024-03-01,Amazonia,-2.2969,-63.1293,GOES-16,92.3,65.0,54.8
2024-03-01,Amazonia,-5.5186,-50.6225,AQUA_M-T,61.2,100.0,54.8
2024-03-01,Amazonia,-4.184,-50.8767,GOES-16,25.7,71.0,54.8
2024-03-01,Amazonia,-5.742,-56.821,AQUA_M-T,30.4,69.0,54.8
2024-03-01,Amazonia,-7.3793,-63.8604,NOAA-21,6.5,70.0,54.8
2024-03-01,Amazonia,-5.1068,-63.9509,METOP-C,26.8,91.0,54.8
2024-03-01,Amazonia,-2.0145,-53.2311,GOES-16,21.4,85.0,54.8
2024-03-01,Amazonia,-3.8886,-57.9582,GOES-16,21.8,66.0,54.8
2024-03-01,Amazonia,-6.4508,-68.7461,TERRA_M-T,54.5,55.0,54.8
2024-03-01,Amazonia,-5.618,-63.535,TERRA_M-T,57.3,86.0,54.8
2024-03-01,Cerrado,-9.7307,-46.7339,NOAA-20,9.7,75.0,29.5
2024-03-01,Cerrado,-7.2603,-47.3729,GOES-16,77.7,46.0,29.5
2024-03-01,Cerrado,-8.7935,-44.2731,AQUA_M-T,45.2,91.0,29.5
2024-03-01,Cerrado,-9.8385,-46.3973,NOAA-20,1.6,81.0,29.5
2024-03-01,Cerrado,-9.9776,-55.7647,METOP-C,16.6,68.0,29.5
2024-03-01,Cerrado,-14.1953,-53.8942,TERRA_M-T,59.7,59.0,29.5
2024-03-01,Cerrado,-19.5878,-43.7061,TERRA_M-T,19.7,92.0,29.5
2024-03-01,Cerrado,-18.3221,-52.446,METOP-C,27.5,91.0,29.5
2024-03-01,Pantanal,-18.3506,-57.6604,AQUA_M-T,10.3,60.0,53.6
2024-03-01,Pantanal,-20.0494,-57.5977,GOES-16,4.0,59.0,53.6
2024-03-01,Pantanal,-20.2701,-56.276,NOAA-20,10.6,70.0,53.6
2024-03-01,Pantanal,-18.6407,-56.1336,GOES-16,15.1,76.0,53.6
2024-03-01,Pantanal,-17.694,-56.985,NOAA-20,4.8,71.0,53.6
2024-03-01,Pantanal,-17.5426,-56.8384,GOES-16,7.3,61.0,53.6
2024-03-01,Pantanal,-19.2795,-57.651,GOES-16,5.8,99.0,53.6
2024-03-01,Pantanal,-20.6367,-57.6815,NOAA-21,3.0,86.0,53.6
2024-03-01,Pantanal,-16.2095,-56.0813,AQUA_M-T,12.5,81.0,53.6
2024-03-01,Caatinga,-5.1948,-43.2573,GOES-16,63.5,88.0,68.6
2024-03-01,Caatinga,-15.5904,-42.7764,NOAA-21,27.4,62.0,68.6
2024-03-01,Caatinga,-5.5417,-36.2977,METOP-C,1.2,88.0,68.6
2024-03-01,Caatinga,-14.1332,-39.0917,NOAA-21,8.9,86.0,68.6
2024-03-01,Caatinga,-3.0428,-38.199,GOES-16,43.2,73.0,68.6
2024-03-01,Caatinga,-12.1791,-38.1741,METOP-C,36.1,88.0,68.6
2024-03-01,Mata Atlantica,-21.6046,-43.6553,NOAA-21,41.5,67.0,35.5
2024-03-01,Mata Atlantica,-14.0526,-39.1331,GOES-16,1.3,91.0,35.5
2024-03-02,Amazonia,-4.4415,-64.1109,GOES-16,19.9,79.0,56.0
2024-03-02,Amazonia,-6.0282,-57.0586,METOP-C,8.1,68.0,56.0
2024-03-02,Amazonia,-2.5753,-66.6209,GOES-16,36.9,80.0,56.0
2024-03-02,Amazonia,-4.1164,-64.3667,NOAA-20,22.6,68.0,56.0
2024-03-02,Amazonia,-5.5987,-65.6569,NOAA-21,36.0,82.0,56.0
2024-03-02,Amazonia,-9.3323,-57.2469,NOAA-21,9.7,82.0,56.0
2024-03-02,Amazonia,-2.9518,-50.3996,GOES-16,7.5,80.0,56.0
2024-03-02,Amazonia,-2.2054,-52.8576,GOES-16,35.0,82.0,56.0
2024-03-02,Amazonia,-6.8987,-51.9824,NOAA-21,10.4,89.0,56.0
2024-03-02,Amazonia,-4.0494,-62.4947,AQUA_M-T,4.0,89.0,56.0
2024-03-02,Amazonia,-8.5835,-59.1438,NOAA-20,41.4,77.0,56.0
2024-03-02,Amazonia,-7.9048,-67.0046,GOES-16,80.1,61.0,56.0
2024-03-02,Amazonia,-7.9173,-58.8342,NOAA-20,14.0,51.0,56.0
2024-03-02,Amazonia,-2.6173,-58.291,NOAA-21,33.0,75.0,56.0
2024-03-02,Amazonia,-7.1693,-66.1981,METOP-C,17.1,80.0,56.0
2024-03-02,Amazonia,-3.552,-50.7489,GOES-16,7.0,73.0,56.0
2024-03-02,Amazonia,-5.6961,-65.3466,METOP-C,13.3,62.0,56.0
2024-03-02,Amazonia,-3.2635,-56.3565,NOAA-20,0.9,80.0,56.0
2024-03-02,Amazonia,-7.848,-59.8535,GOES-16,1.9,75.0,56.0
2024-03-02,Amazonia,-3.7532,-58.4983,NOAA-21,8.0,83.0,56.0
2024-03-02,Amazonia,-8.1855,-53.0118,NOAA-21,6.3,69.0,56.0
2024-03-02,Amazonia,-9.0051,-57.0273,TERRA_M-T,88.7,93.0,56.0
2024-03-02,Amazonia,-6.7436,-50.3722,NOAA-21,52.4,79.0,56.0
2024-03-02,Amazonia,-6.1317,-66.041,AQUA_M-T,2.4,71.0,56.0
2024-03-02,Amazonia,-2.7903,-51.2646,METOP-C,25.5,82.0,56.0
2024-03-02,Amazonia,-3.8382,-63.5499,AQUA_M-T,34.6,69.0,56.0
2024-03-02,Amazonia,-4.3009,-64.7651,GOES-16,68.5,69.0,56.0
2024-03-02,Amazonia,-4.2763,-67.7473,AQUA_M-T,18.1,73.0,56.0
2024-03-02,Amazonia,-2.8646,-56.1704,TERRA_M-T,29.1,71.0,56.0
2024-03-02,Amazonia,-7.1369,-68.0966,TERRA_M-T,4.1,76.0,56.0
2024-03-02,Amazonia,-5.8831,-66.0268,NOAA-20,4.0,76.0,56.0
2024-03-02,Amazonia,-4.8159,-59.0659,METOP-C,6.2,76.0,56.0
2024-03-02,Amazonia,-9.1408,-54.0026,NOAA-20,13.3,74.0,56.0
2024-03-02,Amazonia,-4.838,-55.4158,GOES-16,11.7,74.0,56.0
2024-03-02,Amazonia,-9.2071,-60.7105,NOAA-21,45.1,77.0,56.0
2024-03-02,Amazonia,-3.3538,-52.8519,AQUA_M-T,42.7,99.0,56.0
2024-03-02,Amazonia,-4.1879,-53.6422,NOAA-21,20.8,86.0,56.0
2024-03-02,Amazonia,-3.2663,-54.5983,TERRA_M-T,94.0,100.0,56.0
2024-03-02,Amazonia,-7.3942,-67.5422,TERRA_M-T,10.3,74.0,56.0
2024-03-02,Amazonia,-8.186,-61.5116,NOAA-20,3.2,90.0,56.0
2024-03-02,Amazonia,-8.164,-68.1322,METOP-C,11.0,62.0,56.0
2024-03-02,Amazonia,-8.1935,-69.6158,NOAA-20,28.0,86.0,56.0
2024-03-02,Amazonia,-2.437,-62.0606,AQUA_M-T,15.1,88.0,56.0
2024-03-02,Cerrado,-14.9461,-49.0295,GOES-16,35.6,81.0,50.7
2024-03-02,Cerrado,-9.8562,-44.4663,GOES-16,38.4,84.0,50.7
2024-03-02,Cerrado,-5.7276,-46.5842,NOAA-21,45.9,70.0,50.7
2024-03-02,Cerrado,-7.6138,-54.8521,NOAA-21,59.2,72.0,50.7
2024-03-02,Cerrado,-10.2147,-43.011,NOAA-20,11.9,74.0,50.7
2024-03-02,Cerrado,-13.4709,-59.3924,AQUA_M-T,25.6,79.0,50.7
2024-03-02,Cerrado,-18.2783,-59.7475,TERRA_M-T,20.3,83.0,50.7
2024-03-02,Cerrado,-7.1012,-49.0179,METOP-C,45.3,85.0,50.7
2024-03-02,Cerrado,-16.5946,-42.2165,AQUA_M-T,1.9,74.0,50.7
2024-03-02,Cerrado,-19.9887,-50.7284,GOES-16,8.3,84.0,50.7
2024-03-02,Cerrado,-18.1235,-43.0431,NOAA-20,8.4,89.0,50.7
2024-03-02,Cerrado,-19.9253,-55.679,NOAA-21,5.7,90.0,50.7
2024-03-02,Cerrado,-8.6999,-45.7864,GOES-16,45.8,59.0,50.7
2024-03-02,Cerrado,-8.2619,-56.7806,AQUA_M-T,15.2,74.0,50.7
2024-03-02,Cerrado,-6.8537,-57.8329,GOES-16,15.8,85.0,50.7
2024-03-02,Cerrado,-19.3305,-44.6778,GOES-16,6.0,81.0,50.7
2024-03-02,Cerrado,-17.4432,-47.366,METOP-C,18.8,86.0,50.7
2024-03-02,Cerrado,-10.5464,-47.9828,NOAA-20,0.4,61.0,50.7
2024-03-02,Cerrado,-17.3558,-57.184,NOAA-21,52.9,66.0,50.7
2024-03-02,Cerrado,-9.5882,-52.1993,NOAA-20,26.9,92.0,50.7
2024-03-02,Cerrado,-19.1354,-57.3053,NOAA-20,15.9,78.0,50.7
2024-03-02,Cerrado,-8.1133,-58.3185,TERRA_M-T,115.7,93.0,50.7
2024-03-02,Cerrado,-5.01,-49.0113,METOP-C,5.4,100.0,50.7
2024-03-02,Cerrado,-5.3493,-42.7685,TERRA_M-T,17.7,78.0,50.7
2024-03-02,Cerrado,-12.3212,-52.2655,GOES-16,14.0,66.0,50.7
2024-03-02,Cerrado,-12.9067,-48.5018,AQUA_M-T,3.3,85.0,50.7
2024-03-02,Cerrado,-6.2185,-55.7028,NOAA-20,67.0,94.0,50.7
2024-03-02,Cerrado,-10.0231,-49.2897,NOAA-20,32.4,68.0,50.7
2024-03-02,Cerrado,-7.8024,-56.1077,NOAA-21,55.7,85.0,50.7
2024-03-02,Cerrado,-13.5406,-59.0792,GOES-16,74.1,86.0,50.7
2024-03-02,Cerrado,-5.0744,-54.1652,METOP-C,10.6,67.0,50.7
2024-03-02,Cerrado,-6.8223,-56.3816,GOES-16,12.7,79.0,50.7
2024-03-02,Cerrado,-13.972,-55.5387,TERRA_M-T,8.1,90.0,50.7
2024-03-02,Pantanal,-17.622,-58.4324,GOES-16,21.2,71.0,67.7
2024-03-02,Pantanal,-19.4604,-57.502,TERRA_M-T,5.7,87.0,67.7
2024-03-02,Pantanal,-18.0777,-57.5315,TERRA_M-T,39.6,88.0,67.7
2024-03-02,Pantanal,-18.8023,-57.8199,NOAA-20,3.9,63.0,67.7
2024-03-02,Pantanal,-16.7213,-57.6751,NOAA-20,0.9,85.0,67.7
2024-03-02,Pantanal,-19.5247,-55.8493,AQUA_M-T,1.1,90.0,67.7
2024-03-02,Pantanal,-19.4607,-56.5575,GOES-16,12.8,75.0,67.7
2024-03-02,Pantanal,-20.7222,-58.0746,NOAA-20,17.7,60.0,67.7
2024-03-02,Pantanal,-16.3246,-55.8353,METOP-C,26.1,82.0,67.7
2024-03-02,Pantanal,-19.4174,-58.3644,NOAA-21,6.4,92.0,67.7
2024-03-02,Pantanal,-20.5029,-56.1025,TERRA_M-T,12.1,88.0,67.7
2024-03-02,Pantanal,-16.8802,-55.6494,TERRA_M-T,6.1,89.0,67.7
2024-03-02,Pantanal,-18.0214,-55.9239,TERRA_M-T,12.0,69.0,67.7
2024-03-02,Pantanal,-17.6133,-58.2239,GOES-16,13.0,82.0,67.7
2024-03-02,Pantanal,-16.1598,-57.7165,GOES-16,29.4,66.0,67.7
2024-03-02,Pantanal,-18.9152,-56.0893,NOAA-20,73.6,86.0,67.7
2024-03-02,Pantanal,-16.9021,-57.6959,NOAA-20,7.1,83.0,67.7
2024-03-02,Pantanal,-18.2729,-57.2936,NOAA-21,11.4,92.0,67.7
2024-03-02,Pantanal,-16.2322,-55.5111,METOP-C,25.6,79.0,67.7
2024-03-02,Pantanal,-18.1446,-58.3686,NOAA-20,6.6,86.0,67.7
2024-03-02,Pantanal,-17.5974,-57.1866,NOAA-20,10.5,74.0,67.7
2024-03-02,Pantanal,-18.7886,-58.4698,GOES-16,44.4,78.0,67.7
2024-03-02,Pantanal,-17.3072,-57.5848,TERRA_M-T,34.2,79.0,67.7
2024-03-02,Caatinga,-12.4978,-36.855,NOAA-21,78.0,90.0,65.4
2024-03-02,Caatinga,-11.8057,-43.3863,GOES-16,26.3,100.0,65.4
2024-03-02,Caatinga,-6.6088,-39.1697,GOES-16,78.4,84.0,65.4
2024-03-02,Caatinga,-4.6268,-40.4072,AQUA_M-T,75.7,100.0,65.4
2024-03-02,Caatinga,-15.373,-38.9889,METOP-C,7.5,79.0,65.4
2024-03-02,Caatinga,-12.1696,-41.2952,METOP-C,42.0,70.0,65.4
2024-03-02,Caatinga,-14.7804,-37.9958,METOP-C,9.7,70.0,65.4
2024-03-02,Caatinga,-7.6435,-38.8261,AQUA_M-T,27.3,87.0,65.4
2024-03-02,Caatinga,-3.1439,-37.1103,TERRA_M-T,10.5,79.0,65.4
2024-03-02,Caatinga,-8.0716,-40.4958,METOP-C,63.1,89.0,65.4
2024-03-02,Caatinga,-12.1274,-40.9806,NOAA-21,114.3,57.0,65.4
2024-03-02,Caatinga,-15.7571,-39.9495,AQUA_M-T,43.5,84.0,65.4
2024-03-02,Mata Atlantica,-10.0573,-42.6161,NOAA-20,2.6,93.0,47.0
2024-03-02,Pampa,-32.5697,-54.1878,NOAA-20,17.0,71.0,29.7
2024-03-03,Amazonia,-3.5626,-66.2952,NOAA-21,29.0,87.0,18.8
2024-03-03,Amazonia,-9.0762,-57.8152,METOP-C,13.9,87.0,18.8
2024-03-03,Amazonia,-2.1451,-50.4752,TERRA_M-T,25.4,82.0,18.8
2024-03-03,Amazonia,-4.2252,-56.099,METOP-C,7.6,91.0,18.8
2024-03-03,Amazonia,-5.8276,-53.7079,GOES-16,6.5,54.0,18.8
2024-03-03,Amazonia,-2.9751,-69.8264,NOAA-20,21.3,67.0,18.8
2024-03-03,Cerrado,-12.8924,-51.8361,NOAA-21,20.6,78.0,57.1
2024-03-03,Cerrado,-14.868,-51.4879,NOAA-21,58.9,88.0,57.1
2024-03-03,Cerrado,-6.0036,-53.8451,METOP-C,3.7,82.0,57.1
2024-03-03,Cerrado,-10.4098,-48.9598,NOAA-20,30.4,84.0,57.1
2024-03-03,Cerrado,-11.0325,-46.131,TERRA_M-T,169.1,69.0,57.1
2024-03-03,Cerrado,-14.1422,-48.2004,TERRA_M-T,97.0,89.0,57.1
2024-03-03,Cerrado,-5.7755,-53.5931,GOES-16,4.1,73.0,57.1
2024-03-03,Cerrado,-15.5364,-47.3564,NOAA-20,17.1,66.0,57.1
2024-03-03,Cerrado,-11.3987,-54.8889,NOAA-20,30.0,77.0,57.1
2024-03-03,Cerrado,-5.3813,-49.0805,AQUA_M-T,7.1,60.0,57.1
2024-03-03,Cerrado,-15.0129,-53.7517,GOES-16,6.4,87.0,57.1
2024-03-03,Cerrado,-15.6314,-44.3281,GOES-16,3.2,67.0,57.1
2024-03-03,Cerrado,-16.5472,-57.205,METOP-C,7.5,66.0,57.1
2024-03-03,Cerrado,-13.2848,-55.6812,NOAA-21,24.0,99.0,57.1
2024-03-03,Cerrado,-16.8034,-58.6555,TERRA_M-T,13.0,100.0,57.1
2024-03-03,Cerrado,-11.6962,-53.7488,TERRA_M-T,15.1,97.0,57.1
2024-03-03,Cerrado,-16.833,-56.6027,AQUA_M-T,14.5,88.0,57.1
2024-03-03,Cerrado,-7.9262,-43.3155,TERRA_M-T,1.6,94.0,57.1
2024-03-03,Cerrado,-12.5641,-42.5375,AQUA_M-T,46.1,83.0,57.1
2024-03-03,Cerrado,-5.4733,-59.5828,METOP-C,0.9,94.0,57.1
2024-03-03,Cerrado,-10.8317,-57.0174,NOAA-21,23.7,95.0,57.1
2024-03-03,Pantanal,-17.0296,-56.2263,AQUA_M-T,44.9,84.0,67.2
2024-03-03,Pantanal,-20.3422,-58.2734,TERRA_M-T,73.2,77.0,67.2
2024-03-03,Pantanal,-20.6781,-56.6745,GOES-16,3.1,73.0,67.2
2024-03-03,Pantanal,-17.6741,-55.1491,GOES-16,7.1,56.0,67.2
2024-03-03,Pantanal,-18.09,-56.9425,AQUA_M-T,2.7,72.0,67.2
2024-03-03,Pantanal,-16.917,-58.4469,AQUA_M-T,18.5,77.0,67.2
2024-03-03,Pantanal,-19.177,-55.7503,METOP-C,17.3,82.0,67.2
2024-03-03,Pantanal,-18.9267,-57.281,GOES-16,24.4,85.0,67.2
2024-03-03,Pantanal,-19.7805,-58.4694,NOAA-21,36.6,65.0,67.2
2024-03-03,Pantanal,-16.3229,-55.7257,NOAA-21,16.1,73.0,67.2
2024-03-03,Pantanal,-16.7426,-56.3369,GOES-16,93.6,54.0,67.2
2024-03-03,Pantanal,-17.1371,-58.4753,NOAA-20,19.5,72.0,67.2
2024-03-03,Pantanal,-17.1864,-57.1127,GOES-16,20.5,79.0,67.2
2024-03-03,Pantanal,-17.2821,-57.2577,NOAA-21,29.4,90.0,67.2
2024-03-03,Pantanal,-19.4974,-56.4693,NOAA-20,4.8,89.0,67.2
2024-03-03,Pantanal,-18.357,-55.1413,GOES-16,49.4,55.0,67.2
2024-03-03,Pantanal,-16.4989,-56.4248,NOAA-21,24.2,68.0,67.2
2024-03-03,Caatinga,-14.9967,-42.1135,GOES-16,11.3,81.0,51.8
2024-03-03,Caatinga,-12.2414,-40.7138,NOAA-20,7.4,84.0,51.8
2024-03-03,Caatinga,-8.7936,-36.8019,NOAA-20,30.1,82.0,51.8
2024-03-03,Caatinga,-15.9502,-42.8028,TERRA_M-T,2.7,93.0,51.8
2024-03-03,Mata Atlantica,-17.8811,-39.4881,NOAA-20,8.2,75.0,49.2
2024-03-03,Mata Atlantica,-18.3116,-46.365,AQUA_M-T,27.3,80.0,49.2
2024-03-03,Mata Atlantica,-27.741,-45.8799,TERRA_M-T,4.2,68.0,49.2
2024-03-03,Mata Atlantica,-11.2588,-49.1775,NOAA-21,8.7,86.0,49.2
2024-03-03,Mata Atlantica,-15.8354,-48.4777,METOP-C,1.9,78.0,49.2
2024-03-03,Pampa,-30.4346,-54.5399,NOAA-21,23.0,60.0,37.5
2024-03-04,Amazonia,-5.9225,-68.0892,TERRA_M-T,4.0,70.0,24.6
2024-03-04,Amazonia,-4.5096,-64.0574,GOES-16,2.3,84.0,24.6
2024-03-04,Cerrado,-7.5961,-50.3576,NOAA-20,27.0,85.0,53.9
2024-03-04,Cerrado,-17.6428,-50.9867,METOP-C,10.0,61.0,53.9
2024-03-04,Cerrado,-18.7156,-58.1486,METOP-C,19.5,79.0,53.9
