data,bioma,t2m,t2m_max,rh2m,prectotcorr,ws2m,dias_sem_chuva,vegetacao,indice_risco,classe_risco
2024-10-19,Amazonia,31.2,36.4,48.5,0.0,4.0,14,0.92,100.0,Critico
2024-10-20,Amazonia,28.4,32.8,58.5,0.0,2.9,15,0.92,89.9,Critico
2024-10-21,Amazonia,31.4,35.4,49.0,16.0,4.3,0,0.92,53.5,Moderado
2024-10-22,Amazonia,26.0,30.8,49.3,4.5,4.8,0,0.92,62.9,Alto
2024-10-23,Amazonia,29.9,36.0,56.5,16.3,2.7,0,0.92,48.1,Moderado
2024-10-24,Amazonia,27.3,33.6,58.2,0.0,3.6,1,0.92,70.0,Alto
2024-10-25,Amazonia,31.1,35.6,56.4,0.0,2.3,2,0.92,74.6,Alto
2024-10-26,Amazonia,29.8,37.5,44.1,0.0,2.2,3,0.92,86.2,Critico
2024-10-27,Amazonia,25.3,32.8,53.0,0.0,4.2,4,0.92,76.9,Critico
2024-10-28,Amazonia,25.9,33.0,51.5,0.0,3.6,5,0.92,79.0,Critico
2024-10-29,Amazonia,27.6,34.7,57.0,0.0,3.5,6,0.92,80.5,Critico
2024-10-30,Amazonia,26.7,34.0,48.3,0.0,2.6,7,0.92,84.5,Critico
2024-10-31,Amazonia,26.2,33.2,61.2,0.0,3.5,8,0.92,78.7,Critico
2024-11-01,Amazonia,27.4,34.2,68.2,0.0,1.5,9,0.92,75.8,Critico
2024-11-02,Amazonia,29.7,34.4,61.9,0.0,3.0,10,0.92,83.0,Critico
2024-11-03,Amazonia,25.6,31.8,51.4,0.0,3.8,11,0.92,86.7,Critico
2024-11-04,Amazonia,28.4,33.8,49.9,0.0,3.1,12,0.92,91.9,Critico
2024-11-05,Amazonia,23.4,31.3,56.2,0.0,3.9,13,0.92,86.5,Critico
2024-11-06,Amazonia,26.7,31.9,51.9,0.0,4.9,14,0.92,92.7,Critico
2024-11-07,Amazonia,27.6,33.2,54.6,0.0,4.1,15,0.92,94.2,Critico
2024-11-08,Amazonia,28.0,35.2,49.2,4.6,5.4,0,0.92,71.4,Alto
2024-11-09,Amazonia,26.6,32.8,55.5,0.0,2.5,1,0.92,68.7,Alto
2024-11-10,Amazonia,27.2,34.4,65.4,0.0,3.2,2,0.92,68.6,Alto
2024-11-11,Amazonia,27.9,34.7,64.0,0.0,2.5,3,0.92,70.6,Alto
2024-11-12,Amazonia,29.4,34.0,43.8,0.0,2.3,4,0.92,81.8,Critico
2024-11-13,Amazonia,26.4,33.3,57.3,0.0,1.8,5,0.92,74.1,Alto
2024-11-14,Amazonia,27.8,33.4,59.1,0.0,2.8,6,0.92,76.1,Critico
2024-11-15,Amazonia,29.0,34.5,59.7,0.0,2.8,7,0.92,79.4,Critico
2024-11-16,Amazonia,27.4,32.9,52.3,0.0,2.6,8,0.92,81.9,Critico
2024-11-17,Amazonia,20.6,28.3,62.7,0.0,3.3,9,0.92,70.4,Alto
2024-11-18,Amazonia,24.3,31.7,64.2,8.9,2.0,0,0.92,46.4,Moderado
2024-11-19,Amazonia,26.2,31.9,44.9,0.0,4.9,1,0.92,75.8,Critico
2024-11-20,Amazonia,26.4,32.9,56.5,7.7,3.5,0,0.92,56.4,Alto
2024-11-21,Amazonia,24.9,29.9,60.4,0.0,2.2,1,0.92,60.4,Alto
2024-11-22,Amazonia,22.9,30.0,55.8,0.0,2.6,2,0.92,65.2,Alto
2024-11-23,Amazonia,26.3,31.9,60.1,0.0,2.0,3,0.92,67.1,Alto
2024-11-24,Amazonia,25.6,31.9,61.7,0.0,3.0,4,0.92,69.0,Alto
2024-11-25,Amazonia,25.5,33.4,57.6,6.0,2.2,0,0.92,57.6,Alto
2024-11-26,Amazonia,23.0,28.9,62.4,0.0,1.5,1,0.92,56.7,Alto
2024-11-27,Amazonia,22.6,30.0,66.9,0.0,2.3,2,0.92,58.7,Alto
2024-11-28,Amazonia,24.1,31.6,56.2,0.0,3.2,3,0.92,70.2,Alto
2024-11-29,Amazonia,23.9,29.7,59.7,0.0,3.1,4,0.92,66.3,Alto
2024-11-30,Amazonia,27.3,33.1,64.0,0.0,3.7,5,0.92,72.4,Alto
2024-12-01,Amazonia,24.1,31.3,72.3,0.0,2.3,6,0.92,64.5,Alto
2024-12-02,Amazonia,25.0,29.6,59.0,0.0,3.1,7,0.92,71.3,Alto
2024-12-03,Amazonia,24.3,31.8,70.5,0.0,2.8,8,0.92,70.2,Alto
2024-12-04,Amazonia,20.0,28.0,61.2,0.0,3.9,9,0.92,71.4,Alto
2024-12-05,Amazonia,26.3,30.7,62.5,0.0,6.2,10,0.92,79.9,Critico
2024-12-06,Amazonia,26.2,33.3,60.9,0.0,3.1,11,0.92,83.3,Critico
2024-12-07,Amazonia,26.5,32.8,56.1,0.0,2.3,12,0.92,85.7,Critico
2024-12-08,Amazonia,25.8,33.4,61.2,0.0,3.5,13,0.92,87.0,Critico
2024-12-09,Amazonia,22.1,29.5,59.5,0.0,4.0,14,0.92,83.1,Critico
2024-12-10,Amazonia,25.2,30.0,62.2,0.0,2.0,15,0.92,81.8,Critico
2024-12-11,Amazonia,30.5,34.8,66.2,0.0,1.9,16,0.92,89.7,Critico
2024-12-12,Amazonia,25.6,33.5,64.4,0.0,1.9,17,0.92,89.9,Critico
2024-12-13,Amazonia,25.6,30.2,66.6,5.1,3.9,0,0.92,50.3,Moderado
2024-12-14,Amazonia,23.4,31.0,73.7,8.2,3.3,0,0.92,42.5,Moderado
2024-12-15,Amazonia,24.0,30.8,63.4,4.0,4.3,0,0.92,55.3,Alto
2024-12-16,Amazonia,27.6,33.1,64.3,0.0,2.4,1,0.92,64.3,Alto
2024-12-17,Amazonia,24.2,31.5,70.2,1.7,2.1,0,0.92,53.6,Moderado
2024-12-18,Amazonia,22.7,28.5,63.5,0.0,4.1,1,0.92,58.5,Alto
2024-12-19,Amazonia,26.4,32.3,73.3,0.0,2.5,2,0.92,59.6,Alto
2024-12-20,Amazonia,24.2,30.9,61.3,7.4,2.5,0,0.92,49.4,Moderado
2024-12-21,Amazonia,22.6,29.2,68.6,0.0,3.7,1,0.92,56.4,Alto
2024-12-22,Amazonia,25.5,30.4,56.5,2.3,3.4,0,0.92,59.8,Alto
2024-12-23,Amazonia,23.6,30.8,67.3,0.0,3.4,1,0.92,59.7,Alto
2024-12-24,Amazonia,22.9,29.6,68.6,0.0,2.7,2,0.92,57.6,Alto
2024-12-25,Amazonia,26.0,32.2,61.8,24.4,2.8,0,0.92,26.3,Baixo
2024-12-26,Amazonia,23.9,28.1,66.0,0.0,2.6,1,0.92,54.6,Moderado
2024-12-27,Amazonia,21.4,29.0,69.2,0.0,3.6,2,0.92,57.2,Alto
2024-12-28,Amazonia,23.7,28.8,71.7,0.0,3.2,3,0.92,56.6,Alto
2024-12-29,Amazonia,23.0,28.0,64.2,4.2,2.9,0,0.92,47.8,Moderado
2024-12-30,Amazonia,21.4,26.6,71.6,9.0,3.3,0,0.92,34.5,Moderado
2024-12-31,Amazonia,26.8,31.5,72.2,1.8,3.1,0,0.92,53.6,Moderado
2024-01-01,Cerrado,28.0,32.3,51.7,0.0,1.7,1,0.7,64.9,Alto
2024-01-02,Cerrado,24.4,31.9,52.5,0.0,3.1,2,0.7,67.1,Alto
2024-01-03,Cerrado,26.1,31.3,37.8,11.2,3.5,0,0.7,54.6,Moderado
2024-01-04,Cerrado,27.7,34.2,52.5,0.0,1.5,1,0.7,67.7,Alto
2024-01-05,Cerrado,25.5,31.5,46.3,3.6,4.8,0,0.7,63.2,Alto
2024-01-06,Cerrado,23.2,30.2,50.5,7.6,3.2,0,0.7,50.6,Moderado
2024-01-07,Cerrado,24.2,29.6,50.8,0.4,2.2,0,0.7,59.0,Alto
2024-01-08,Cerrado,20.7,27.2,47.9,1.7,2.5,0,0.7,54.7,Moderado
2024-01-09,Cerrado,26.0,30.0,50.3,0.3,2.3,0,0.7,60.2,Alto
2024-01-10,Cerrado,24.6,30.6,47.6,20.2,4.0,0,0.7,35.0,Moderado
2024-01-11,Cerrado,23.1,29.6,47.4,3.2,3.7,0,0.7,58.4,Alto
2024-01-12,Cerrado,25.8,33.8,51.4,2.4,2.6,0,0.7,63.7,Alto
2024-01-13,Cerrado,20.6,26.3,44.4,0.0,3.4,1,0.7,60.2,Alto
2024-01-14,Cerrado,24.0,31.8,59.0,0.0,2.1,2,0.7,62.1,Alto
2024-01-15,Cerrado,22.0,28.8,52.0,3.6,0.5,0,0.7,50.0,Moderado
2024-01-16,Cerrado,22.6,29.6,47.7,0.6,1.6,0,0.7,59.7,Alto
2024-01-17,Cerrado,23.0,29.7,53.9,0.0,3.8,1,0.7,61.6,Alto
2024-01-18,Cerrado,22.9,30.4,42.6,0.0,3.4,2,0.7,70.2,Alto
2024-01-19,Cerrado,23.9,28.5,51.6,4.1,2.5,0,0.7,51.4,Moderado
2024-01-20,Cerrado,24.4,28.9,41.9,0.0,2.7,1,0.7,65.4,Alto
2024-01-21,Cerrado,21.7,28.3,57.6,0.0,2.0,2,0.7,56.5,Alto
2024-01-22,Cerrado,22.4,27.6,60.1,0.0,3.5,3,0.7,57.2,Alto
2024-01-23,Cerrado,22.2,29.5,58.2,0.0,2.5,4,0.7,62.1,Alto
2024-01-24,Cerrado,26.1,31.6,55.3,0.0,0.9,5,0.7,67.1,Alto
2024-01-25,Cerrado,26.8,32.3,56.4,4.2,1.7,0,0.7,54.5,Moderado
2024-01-26,Cerrado,23.6,30.1,49.1,0.6,2.5,0,0.7,60.9,Alto
2024-01-27,Cerrado,21.7,28.4,42.8,0.0,1.4,1,0.7,62.5,Alto
2024-01-28,Cerrado,23.2,30.0,48.3,5.0,2.9,0,0.7,55.0,Alto
2024-01-29,Cerrado,21.2,29.1,51.2,0.3,2.5,0,0.7,58.4,Alto
2024-01-30,Cerrado,24.3,29.5,49.4,0.0,4.2,1,0.7,64.2,Alto
2024-01-31,Cerrado,22.9,29.3,54.7,0.0,2.5,2,0.7,60.5,Alto
2024-02-01,Cerrado,20.7,26.9,53.4,6.0,1.5,0,0.7,43.4,Moderado
2024-02-02,Cerrado,23.2,30.5,59.0,2.7,1.8,0,0.7,52.2,Moderado
2024-02-03,Cerrado,24.6,29.7,48.1,0.0,2.2,1,0.7,62.8,Alto
2024-02-04,Cerrado,25.2,31.5,41.3,4.4,2.4,0,0.7,61.9,Alto
2024-02-05,Cerrado,24.3,30.6,62.8,0.0,3.5,1,0.7,57.9,Alto
2024-02-06,Cerrado,23.3,27.5,48.9,5.9,2.9,0,0.7,48.8,Moderado
2024-02-07,Cerrado,27.7,32.2,53.5,0.0,2.7,1,0.7,65.0,Alto
2024-02-08,Cerrado,24.2,29.3,52.5,0.0,3.0,2,0.7,62.3,Alto
2024-02-09,Cerrado,25.9,32.3,51.0,2.5,2.6,0,0.7,61.1,Alto
2024-02-10,Cerrado,23.0,28.6,54.3,5.1,3.7,0,0.7,50.0,Moderado
2024-02-11,Cerrado,22.6,29.9,52.2,0.0,2.9,1,0.7,61.8,Alto
2024-02-12,Cerrado,25.4,30.2,53.8,14.4,3.8,0,0.7,39.3,Moderado
2024-02-13,Cerrado,23.7,29.8,50.0,0.0,3.6,1,0.7,63.7,Alto
2024-02-14,Cerrado,22.7,29.6,60.8,0.0,2.2,2,0.7,57.3,Alto
2024-02-15,Cerrado,27.2,32.4,47.3,23.6,2.1,0,0.7,31.0,Moderado
2024-02-16,Cerrado,25.9,31.1,55.8,10.0,3.1,0,0.7,45.6,Moderado
2024-02-17,Cerrado,23.8,30.9,54.6,0.0,2.0,1,0.7,61.2,Alto
2024-02-18,Cerrado,24.5,31.0,53.9,5.0,2.5,0,0.7,53.3,Moderado
2024-02-19,Cerrado,23.3,28.7,47.2,12.3,2.5,0,0.7,41.8,Moderado
2024-02-20,Cerrado,26.1,31.3,51.1,5.2,3.3,0,0.7,56.0,Alto
2024-02-21,Cerrado,21.9,26.9,55.6,12.1,1.9,0,0.7,33.6,Moderado
2024-02-22,Cerrado,23.9,31.5,50.1,4.8,3.3,0,0.7,57.5,Alto
2024-02-23,Cerrado,24.8,30.2,44.7,0.0,2.9,1,0.7,66.5,Alto
2024-02-24,Cerrado,24.1,30.5,35.8,0.0,2.8,2,0.7,73.4,Alto
2024-02-25,Cerrado,24.4,31.7,48.4,0.0,1.7,3,0.7,68.9,Alto
2024-02-26,Cerrado,31.1,35.6,56.1,0.0,2.6,4,0.7,74.3,Alto
2024-02-27,Cerrado,22.2,28.7,41.9,10.3,2.2,0,0.7,47.4,Moderado
2024-02-28,Cerrado,25.1,30.2,47.6,0.0,1.8,1,0.7,63.5,Alto
2024-02-29,Cerrado,24.5,29.6,56.4,0.0,1.9,2,0.7,59.3,Alto
2024-03-01,Cerrado,21.2,28.8,55.8,17.9,3.0,0,0.7,29.5,Baixo
2024-03-02,Cerrado,24.7,30.7,50.2,7.4,2.1,0,0.7,50.7,Moderado
2024-03-03,Cerrado,21.9,28.5,53.3,0.0,1.6,1,0.7,57.1,Alto
2024-03-04,Cerrado,24.0,30.6,55.9,3.3,2.4,0,0.7,53.9,Moderado
2024-03-05,Cerrado,25.6,31.4,50.6,1.7,1.2,0,0.7,59.2,Alto
2024-03-06,Cerrado,25.3,32.7,43.5,7.9,2.3,0,0.7,57.4,Alto
2024-03-07,Cerrado,25.2,30.0,55.7,0.0,1.1,1,0.7,57.9,Alto
2024-03-08,Cerrado,24.0,31.0,54.6,7.7,1.7,0,0.7,47.9,Moderado
2024-03-09,Cerrado,23.9,28.7,58.2,0.0,1.8,1,0.7,55.0,Alto
2024-03-10,Cerrado,19.4,26.7,43.4,3.5,2.8,0,0.7,53.9,Moderado
2024-03-11,Cerrado,22.3,28.2,49.3,5.6,2.6,0,0.7,50.0,Moderado
2024-03-12,Cerrado,25.2,31.3,50.4,0.0,2.6,1,0.7,64.9,Alto
2024-03-13,Cerrado,21.7,28.8,55.6,0.0,2.4,2,0.7,58.9,Alto
2024-03-14,Cerrado,26.1,32.2,51.2,3.4,1.9,0,0.7,58.6,Alto
2024-03-15,Cerrado,23.0,30.4,51.1,16.9,3.3,0,0.7,36.8,Moderado
2024-03-16,Cerrado,20.5,25.7,53.6,1.9,1.7,0,0.7,47.6,Moderado
2024-03-17,Cerrado,20.0,27.0,49.6,0.4,3.2,0,0.7,56.2,Alto
2024-03-18,Cerrado,25.0,29.9,50.4,1.1,2.0,0,0.7,58.4,Alto
2024-03-19,Cerrado,25.1,31.4,56.5,12.2,1.4,0,0.7,40.4,Moderado
2024-03-20,Cerrado,22.6,28.0,57.9,0.0,3.5,1,0.7,56.0,Alto
2024-03-21,Cerrado,19.1,26.7,48.7,0.0,1.6,2,0.7,58.0,Alto
2024-03-22,Cerrado,25.5,30.4,49.1,8.3,3.3,0,0.7,50.8,Moderado
2024-03-23,Cerrado,22.4,29.7,48.9,5.8,2.1,0,0.7,52.0,Moderado
2024-03-24,Cerrado,25.1,30.0,49.4,13.6,1.4,0,0.7,39.7,Moderado
2024-03-25,Cerrado,23.7,31.6,47.6,22.1,2.7,0,0.7,32.4,Moderado
2024-03-26,Cerrado,23.2,29.6,51.4,7.1,1.1,0,0.7,47.3,Moderado
2024-03-27,Cerrado,23.4,30.5,51.8,4.7,1.7,0,0.7,53.0,Moderado
2024-03-28,Cerrado,28.6,33.2,53.7,0.0,3.9,1,0.7,68.1,Alto
2024-03-29,Cerrado,29.5,33.6,49.5,3.2,1.4,0,0.7,61.7,Alto
2024-03-30,Cerrado,25.3,32.2,52.5,4.1,2.2,0,0.7,57.2,Alto
2024-03-31,Cerrado,22.9,29.5,49.3,2.5,3.4,0,0.7,57.9,Alto
2024-04-01,Cerrado,23.6,29.2,48.4,0.0,4.0,1,0.7,63.9,Alto
2024-04-02,Cerrado,25.4,32.5,39.9,6.0,4.1,0,0.7,64.1,Alto
2024-04-03,Cerrado,21.5,29.1,43.0,5.1,2.1,0,0.7,55.2,Alto
2024-04-04,Cerrado,24.1,31.9,47.1,0.0,4.7,1,0.7,70.4,Alto
2024-04-05,Cerrado,28.7,33.8,41.2,16.2,2.8,0,0.7,48.8,Moderado
2024-04-06,Cerrado,23.9,29.8,56.0,0.0,3.1,1,0.7,59.8,Alto
2024-04-07,Cerrado,22.1,29.5,42.3,0.5,1.7,0,0.7,62.7,Alto
2024-04-08,Cerrado,23.8,31.0,35.8,0.0,3.9,1,0.7,74.0,Alto
2024-04-09,Cerrado,27.4,32.0,43.4,0.0,3.9,2,0.7,73.2,Alto
2024-04-10,Cerrado,25.6,31.3,39.8,1.0,3.4,0,0.7,68.6,Alto
2024-04-11,Cerrado,24.0,29.3,35.8,0.0,1.7,0,0.7,66.7,Alto
2024-04-12,Cerrado,21.5,28.4,51.9,0.0,1.0,1,0.7,57.0,Alto
2024-04-13,Cerrado,25.9,33.1,45.0,3.3,1.7,0,0.7,63.5,Alto
2024-04-14,Cerrado,20.7,27.3,55.6,5.6,1.9,0,0.7,44.0,Moderado
2024-04-15,Cerrado,23.8,31.6,50.8,2.2,4.1,0,0.7,62.2,Alto
2024-04-16,Cerrado,25.6,32.4,40.2,0.0,2.8,1,0.7,72.8,Alto
2024-04-17,Cerrado,18.5,26.2,43.2,0.0,2.9,2,0.7,61.7,Alto
2024-04-18,Cerrado,27.0,32.9,53.3,0.0,3.8,3,0.7,70.9,Alto
2024-04-19,Cerrado,22.8,30.1,52.4,3.0,3.4,0,0.7,56.5,Alto
2024-04-20,Cerrado,25.6,32.5,49.9,0.0,2.7,1,0.7,67.5,Alto
2024-04-21,Cerrado,21.6,28.8,51.0,0.0,2.4,2,0.7,61.5,Alto
2024-04-22,Cerrado,23.5,30.9,46.0,8.5,2.7,0,0.7,52.4,Moderado
2024-04-23,Cerrado,25.3,32.6,49.7,0.0,1.8,1,0.7,66.7,Alto
2024-04-24,Cerrado,23.7,31.1,56.4,11.2,0.6,0,0.7,40.5,Moderado
2024-04-25,Cerrado,25.0,30.1,52.7,0.0,1.9,1,0.7,60.7,Alto
2024-04-26,Cerrado,27.4,32.4,52.4,0.0,4.0,2,0.7,69.1,Alto
2024-04-27,Cerrado,24.2,30.4,48.2,2.5,2.9,0,0.7,59.5,Alto
2024-04-28,Cerrado,22.8,28.2,53.1,0.0,2.1,1,0.7,57.3,Alto
2024-04-29,Cerrado,24.1,29.8,45.9,0.0,3.7,2,0.7,67.6,Alto
2024-04-30,Cerrado,25.4,30.9,44.4,0.0,4.2,3,0.7,72.6,Alto
2024-05-01,Cerrado,23.2,28.9,52.2,0.0,3.3,4,0.7,65.3,Alto
2024-05-02,Cerrado,25.2,30.3,44.8,26.9,2.8,0,0.7,24.5,Baixo
2024-05-03,Cerrado,23.9,30.9,42.4,0.0,1.9,1,0.7,67.8,Alto
2024-05-04,Cerrado,23.9,29.5,36.8,1.6,1.1,0,0.7,63.4,Alto
2024-05-05,Cerrado,25.4,33.3,45.3,0.0,1.5,1,0.7,70.0,Alto
2024-05-06,Cerrado,27.5,31.8,45.3,0.0,4.3,2,0.7,72.3,Alto
2024-05-07,Cerrado,27.4,33.9,51.9,2.1,3.8,0,0.7,65.5,Alto
2024-05-08,Cerrado,24.3,32.1,50.6,1.1,2.6,0,0.7,63.0,Alto
2024-05-09,Cerrado,28.2,34.9,46.7,0.1,3.5,0,0.7,72.8,Alto
2024-05-10,Cerrado,26.8,32.6,37.5,0.0,4.0,1,0.7,76.1,Critico
2024-05-11,Cerrado,24.9,32.8,43.4,0.1,1.8,0,0.7,68.8,Alto
2024-05-12,Cerrado,24.4,31.4,40.5,0.0,1.2,1,0.7,68.9,Alto
2024-05-13,Cerrado,31.1,35.1,42.5,0.0,2.4,2,0.7,77.5,Critico
2024-05-14,Cerrado,29.4,34.4,52.4,0.0,3.2,3,0.7,73.3,Alto
2024-05-15,Cerrado,25.4,30.4,47.2,4.0,2.0,0,0.7,56.8,Alto
2024-05-16,Cerrado,28.2,34.8,47.6,19.9,3.3,0,0.7,42.2,Moderado
2024-05-17,Cerrado,22.6,29.1,46.3,0.0,3.1,1,0.7,63.8,Alto
2024-05-18,Cerrado,31.1,35.4,44.7,16.5,3.9,0,0.7,50.7,Moderado
2024-05-19,Cerrado,22.9,30.4,55.5,0.0,1.5,1,0.7,59.2,Alto
2024-05-20,Cerrado,28.4,35.0,42.4,7.9,1.3,0,0.7,61.0,Alto
2024-05-21,Cerrado,28.9,33.2,33.2,0.0,3.1,1,0.7,78.4,Critico
2024-05-22,Cerrado,24.5,28.6,40.8,4.5,2.9,0,0.7,57.4,Alto
2024-05-23,Cerrado,24.6,31.2,39.6,1.1,4.3,0,0.7,69.5,Alto
2024-05-24,Cerrado,22.6,30.2,45.5,0.0,2.2,1,0.7,65.2,Alto
2024-05-25,Cerrado,25.3,30.3,44.3,0.0,1.8,2,0.7,67.1,Alto
2024-05-26,Cerrado,28.0,33.4,31.7,0.0,2.3,3,0.7,81.8,Critico
2024-05-27,Cerrado,24.1,30.1,47.3,0.0,1.6,4,0.7,68.1,Alto
2024-05-28,Cerrado,22.2,28.2,47.4,12.3,3.9,0,0.7,42.5,Moderado
2024-05-29,Cerrado,27.6,33.3,44.3,0.0,3.5,1,0.7,73.0,Alto
2024-05-30,Cerrado,26.0,30.7,44.1,0.0,2.5,2,0.7,68.8,Alto
2024-05-31,Cerrado,28.5,34.6,40.0,0.5,3.9,0,0.7,75.8,Critico
2024-06-01,Cerrado,28.1,33.5,39.9,1.6,5.4,0,0.7,74.0,Alto
2024-06-02,Cerrado,25.1,30.0,43.3,0.0,2.4,1,0.7,66.3,Alto
2024-06-03,Cerrado,31.3,36.9,46.0,0.0,4.8,2,0.7,81.7,Critico
2024-06-04,Cerrado,25.1,31.1,42.6,0.0,3.5,3,0.7,73.2,Alto
2024-06-05,Cerrado,28.6,34.7,42.1,5.6,2.6,0,0.7,65.6,Alto
2024-06-06,Cerrado,29.0,33.8,36.3,0.0,2.2,1,0.7,76.7,Critico
2024-06-07,Cerrado,27.3,33.3,39.4,0.0,3.0,2,0.7,76.7,Critico
2024-06-08,Cerrado,30.3,37.1,36.0,0.1,4.0,0,0.7,83.2,Critico
2024-06-09,Cerrado,29.3,36.6,41.0,0.0,3.0,1,0.7,80.1,Critico
2024-06-10,Cerrado,29.5,35.3,45.5,11.4,2.4,0,0.7,55.9,Alto
2024-06-11,Cerrado,31.0,35.3,38.8,0.0,2.8,1,0.7,78.8,Critico
2024-06-12,Cerrado,30.0,34.3,43.7,0.0,3.1,2,0.7,76.2,Critico
2024-06-13,Cerrado,24.8,32.0,37.8,0.0,2.0,3,0.7,75.6,Critico
2024-06-14,Cerrado,26.6,30.9,35.1,0.0,1.6,4,0.7,76.2,Critico
2024-06-15,Cerrado,26.3,32.9,47.1,0.0,2.8,5,0.7,76.3,Critico
2024-06-16,Cerrado,29.8,34.0,48.7,0.0,4.6,6,0.7,81.1,Critico
2024-06-17,Cerrado,27.4,34.4,44.9,0.0,1.9,7,0.7,82.3,Critico
2024-06-18,Cerrado,28.8,35.8,37.9,1.2,4.6,0,0.7,78.9,Critico
2024-06-19,Cerrado,27.0,34.6,38.9,0.0,4.8,1,0.7,79.8,Critico
2024-06-20,Cerrado,27.6,34.1,42.6,3.6,4.0,0,0.7,68.9,Alto
2024-06-21,Cerrado,30.9,35.7,32.0,0.0,2.3,1,0.7,82.6,Critico
2024-06-22,Cerrado,29.5,35.6,33.3,0.4,3.0,0,0.7,80.4,Critico
2024-06-23,Cerrado,29.7,37.0,32.0,0.0,2.5,1,0.7,85.2,Critico
2024-06-24,Cerrado,24.0,31.8,40.6,0.0,4.0,2,0.7,74.5,Alto
2024-06-25,Cerrado,27.5,32.3,30.2,0.0,3.6,3,0.7,82.2,Critico
2024-06-26,Cerrado,28.5,35.8,29.0,0.0,1.9,4,0.7,88.8,Critico
2024-06-27,Cerrado,31.0,35.3,32.1,0.0,2.1,5,0.7,88.0,Critico
2024-06-28,Cerrado,30.8,34.9,25.6,0.0,1.6,6,0.7,91.9,Critico
2024-06-29,Cerrado,26.1,33.7,38.6,0.0,3.5,7,0.7,86.4,Critico
2024-06-30,Cerrado,31.0,35.3,36.5,36.2,1.6,0,0.7,22.7,Baixo
2024-07-01,Cerrado,25.6,32.8,40.5,0.0,3.1,1,0.7,73.7,Alto
2024-07-02,Cerrado,30.6,36.9,32.0,0.0,2.6,2,0.7,86.7,Critico
2024-07-03,Cerrado,31.9,35.9,28.2,0.0,4.5,3,0.7,90.9,Critico
2024-07-04,Cerrado,30.2,36.7,37.2,0.0,5.2,4,0.7,89.8,Critico
2024-07-05,Cerrado,30.2,38.2,42.0,0.0,5.0,5,0.7,91.3,Critico
2024-07-06,Cerrado,25.6,32.0,31.1,0.0,2.7,6,0.7,84.9,Critico
2024-07-07,Cerrado,29.8,35.9,32.3,0.0,4.3,7,0.7,94.8,Critico
2024-07-08,Cerrado,32.0,36.2,35.9,0.0,4.8,8,0.7,95.6,Critico
2024-07-09,Cerrado,31.7,37.2,38.8,0.0,3.2,9,0.7,95.5,Critico
2024-07-10,Cerrado,30.6,37.2,26.3,0.0,4.3,10,0.7,100.0,Critico
2024-07-11,Cerrado,26.6,33.0,34.5,6.1,5.2,0,0.7,69.1,Alto
2024-07-12,Cerrado,30.3,34.4,29.6,0.0,3.6,1,0.7,83.2,Critico
2024-07-13,Cerrado,29.5,36.8,39.8,0.0,3.3,2,0.7,83.1,Critico
2024-07-14,Cerrado,25.5,30.1,34.6,0.0,3.0,3,0.7,75.2,Critico
2024-07-15,Cerrado,28.5,34.8,33.5,0.0,2.8,4,0.7,85.6,Critico
2024-07-16,Cerrado,30.8,35.2,30.6,0.0,2.8,5,0.7,89.5,Critico
2024-07-17,Cerrado,29.2,36.6,25.5,0.0,3.9,6,0.7,97.7,Critico
2024-07-18,Cerrado,29.2,37.2,26.9,10.9,2.7,0,0.7,70.7,Alto
2024-07-19,Cerrado,29.8,35.6,32.2,0.0,3.1,1,0.7,83.3,Critico
2024-07-20,Cerrado,28.5,36.2,28.1,2.3,3.6,0,0.7,82.2,Critico
2024-07-21,Cerrado,27.4,32.5,29.4,0.9,1.6,0,0.7,74.5,Alto
2024-07-22,Cerrado,29.2,34.4,27.8,0.0,4.4,1,0.7,85.1,Critico
2024-07-23,Cerrado,29.1,34.5,28.0,0.0,3.0,2,0.7,85.1,Critico
2024-07-24,Cerrado,32.9,37.5,31.4,3.1,3.0,0,0.7,80.8,Critico
2024-07-25,Cerrado,25.0,32.2,32.4,0.0,3.5,1,0.7,77.5,Critico
2024-07-26,Cerrado,31.4,36.5,42.8,0.0,2.4,2,0.7,79.8,Critico
2024-07-27,Cerrado,29.0,34.2,28.8,0.0,3.2,3,0.7,86.0,Critico
2024-07-28,Cerrado,33.1,39.4,25.8,0.0,3.0,4,0.7,98.3,Critico
2024-07-29,Cerrado,31.5,36.7,31.2,0.0,3.1,5,0.7,92.2,Critico
2024-07-30,Cerrado,29.0,35.9,32.8,0.0,2.0,6,0.7,90.2,Critico
2024-07-31,Cerrado,30.5,36.0,34.7,0.0,1.7,7,0.7,90.6,Critico
2024-08-01,Cerrado,34.7,39.3,23.6,0.0,3.1,8,0.7,100.0,Critico
2024-08-02,Cerrado,33.5,39.4,37.6,0.0,3.7,9,0.7,100.0,Critico
2024-08-03,Cerrado,34.6,39.2,20.4,0.0,2.2,10,0.7,100.0,Critico
2024-08-04,Cerrado,29.7,34.6,24.8,0.0,2.9,11,0.7,100.0,Critico
2024-08-05,Cerrado,28.6,34.1,31.8,0.0,3.6,12,0.7,99.0,Critico
2024-08-06,Cerrado,29.7,35.9,23.9,0.0,2.9,13,0.7,100.0,Critico
2024-08-07,Cerrado,29.3,34.2,29.7,0.0,4.1,14,0.7,100.0,Critico
2024-08-08,Cerrado,30.6,34.6,23.0,0.0,4.0,15,0.7,100.0,Critico
